"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","group_order","study_id_expo","trial_expo","active_igredient","order_active_ingredient","selectioncriteria","ABtradename","Frequency_of_administration","Intervaldays","TSactiveingredient","Ts_Conc","TstradeName","Administrationregime","ABpreparation","TSprepration","Concentration","Route","TS","More","PICO12","PICO34","PICO5","TeatpreparationbeforeDCTinfusion1","DepthofinsertionofDCTsyringecannula","TeatsprayordippingafterDCTinfusion"
55,1,d7971834-b035-4762-b5cd-393ae93d47d3,ADDS\mafifi,4/3/2019 2:27:25 PM,ADDS\mafifi,7/9/2019 10:43:42 AM,9166a0fa-db41-4f42-8897-ebc30c178407,1,346,1,Ceftiofur,1_Ceftiofur+TS,,Spectramast,1,,bismuth subnitrate,65,Orbeseal,Blanket,Commercial,Commercial,500,Intra-mammary,True," Spectramast DC; Pfizer Animal Health
 Orbeseal; Pfizer Animal Health, Kirkland,
QC, Canada
",Not-used,Control,Not-used,Yes,Not-reported,Yes
56,1,f5183967-cd84-47f3-bcbc-d81877365506,ADDS\mafifi,4/3/2019 2:28:18 PM,ADDS\mafifi,7/4/2019 4:47:28 PM,9166a0fa-db41-4f42-8897-ebc30c178407,2,346,1,Ceftiofur,2_Ceftiofur+TS,Petrifilm,Spectramast ,1,,,65,,Selective,Commercial,Commercial,500,Intra-mammary,True, Spectramast DC; Pfizer Animal Health,Not-used,Treatment,Not-used,Yes,Not-reported,Yes
58,1,d2dcce57-5761-41a7-baa3-0bbd905d7e81,ADDS\mafifi,4/4/2019 3:12:18 AM,ADDS\mafifi,4/11/2019 11:28:56 PM,7dfa496b-1787-4f7e-a0dd-07121c89a383,1,264,1,Cloxa,1_Cloxa,Lab. culture,Orbenin DC,1,,,,,Selective,Commercial,,,Intra-mammary,False,"Orbenin DC - Beecham Australia, Clayton, Victoria",Not-used,Treatment,Not-used,Yes,Not-reported,Yes
59,1,c5881fbf-6b72-4418-ad16-e79a80b5a367,ADDS\mafifi,4/4/2019 3:19:14 AM,ADDS\mafifi,5/12/2019 4:54:23 PM,7dfa496b-1787-4f7e-a0dd-07121c89a383,2,264,1,Cloxa,2_Cloxa,,Orbenin DC ,1,,,,,Blanket,Commercial,,,Intra-mammary,False,,Not-used,Control,Not-used,Yes,Not-reported,Yes
60,1,102a481c-be8a-4675-8ce1-8e39177e0000,ADDS\mafifi,4/4/2019 3:36:54 AM,ADDS\mafifi,5/12/2019 4:54:25 PM,7dfa496b-1787-4f7e-a0dd-07121c89a383,4,264,1,-ve control,4_-ve control,,,,,,,,,,,,,False,Not infected at drying off not treated (NI-NT),Control,Not-used,Not-used,Yes,,Yes
61,1,00619eab-ab13-4ec1-ad35-5d6ad255f23a,ADDS\mafifi,4/4/2019 3:39:08 AM,ADDS\mafifi,5/12/2019 4:26:56 PM,7dfa496b-1787-4f7e-a0dd-07121c89a383,4,264,1,Cloxa,4_Cloxa,,Orbenin DC,1,,,,,Blanket,Commercial,,,Intra-mammary,False,"Orbenin DC - Beecham Australia, Clayton, Victoria
Not infected at drying off, all quarters treated (NI-AT)




",Treatment,Not-used,Not-used,Yes,Not-reported,Yes
62,1,b6fc7b87-6c55-4d13-89fa-399ab9658e24,ADDS\mafifi,4/4/2019 5:43:44 PM,ADDS\mafifi,4/4/2019 7:54:09 PM,dd060361-c6c6-4660-a903-8520f3857bdf,1,570,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Yes,Full,Yes
63,1,6209256d-79f7-4b19-8935-e054a324358f,ADDS\mafifi,4/4/2019 5:47:30 PM,ADDS\mafifi,4/4/2019 7:55:06 PM,dd060361-c6c6-4660-a903-8520f3857bdf,2,570,1,Cephalonium,2_Cephalonium,,Cepravin ,1,,,,,Blanket,Commercial,,250,Intra-mammary,False," Cepravin Drycow; Pitman Moore
(NZ) Ltd, Upper Hutt",Treatment,Not-used,Not-used,Yes,Full,Yes
64,1,68f44224-2f45-4cef-aba2-ff1a17b20674,ADDS\mafifi,4/4/2019 5:50:00 PM,ADDS\mafifi,4/4/2019 7:56:35 PM,dd060361-c6c6-4660-a903-8520f3857bdf,3,570,1,Cephalonium,3_Cephalonium,Lab. culture,Cepravin ,1,,,,,Selective,Commercial,,250,Intra-mammary,False," Cepravin Drycow; Pitman Moore (NZ) Ltd, Upper Hutt",Not-used,Treatment,Not-used,Yes,Full,Yes
65,1,ecc51de1-0f91-4671-a0a8-957c8a220a45,ADDS\mafifi,4/4/2019 5:50:54 PM,ADDS\mafifi,4/4/2019 7:56:39 PM,dd060361-c6c6-4660-a903-8520f3857bdf,4,570,1,Cephalonium,_Cephalonium,,Cepravin ,1,,,,,Blanket,Commercial,,250,Intra-mammary,False,,Not-used,Control,Not-used,Yes,Full,Yes
66,1,d924fb20-b02b-4c3a-927b-0a133677e53e,ADDS\mafifi,4/4/2019 11:55:01 PM,ADDS\mafifi,4/5/2019 12:23:18 AM,50c7afd6-9989-467b-9a10-c7102dc0106f,1,613,1,Pen+strept,1_Pen+strept,,,4,1,,,,Blanket,Commercial,,300300,Intra-mammary,False," 300 000 i.u. of benzylpenicillin) and 300 mg of
dihydrostreptomycin sulphate Boehringer IngelheimVetmedica AS, Asker, Norway",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
67,1,100524d9-2b15-4912-b1bc-29d84860b5c8,ADDS\mafifi,4/4/2019 11:55:57 PM,ADDS\mafifi,4/5/2019 12:23:11 AM,50c7afd6-9989-467b-9a10-c7102dc0106f,2,613,1,Pen+strept,2_Pen+strept,,,1,,,,,Blanket,Commercial,,200400,Intra-mammary,False," penicillinbenzatin (200 000 i.u.) and 0.4 g of dihydrostreptomycin sulphate
 Dry cow formula (Boehringer Ingelheim Vetmedica AS, Asker,
Norway)


",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
68,1,aba8f440-9ea7-4f00-a1c0-29513fbf4eb6,ADDS\mafifi,4/5/2019 12:16:48 AM,ADDS\mafifi,4/5/2019 12:23:11 AM,50c7afd6-9989-467b-9a10-c7102dc0106f,3,613,1,PenicillinG,3_PenicillinG,,Mastipen,4,1,,,,Blanket,Commercial,,300000,Intra-mammary,False," Mastipen, VetPharma AS, Oslo, Norway",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
69,1,a8fd2daf-e1bf-47e4-9c9b-4722251bc9d9,ADDS\mafifi,4/5/2019 4:23:30 PM,ADDS\mafifi,4/5/2019 4:44:07 PM,8fac5055-40a4-4d42-b173-fbb8dfbd54c8,1,225,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Yes,,Yes
70,1,b282a66d-2174-4754-8eeb-5fee7f7f17d5,ADDS\mafifi,4/5/2019 4:24:45 PM,ADDS\mafifi,5/12/2019 4:51:04 PM,8fac5055-40a4-4d42-b173-fbb8dfbd54c8,2,225,1,Cloxa,2_Cloxa,,,1,,,,,Blanket,Experimental,,37,Intra-mammary,False,0.22 g dose of long acting dry-cow antibiotic containing 37 mg cloxacillin infused into the teat canal,Treatment,Not-used,Not-used,Yes,Partial,Yes
71,1,96f3b034-4aa5-4777-b17f-05d3e4271855,ADDS\mafifi,4/5/2019 4:29:36 PM,ADDS\mafifi,5/12/2019 4:51:01 PM,8fac5055-40a4-4d42-b173-fbb8dfbd54c8,3,225,1,Cloxa,3_Cloxa,,Orbenin ,1,,,,,Blanket,Commercial,,200,Intra-mammary,False,"Orbenin LA2, Pfizer Laboratories",Treatment,Not-used,Not-used,Yes,Full,Yes
72,1,0ccc5e97-9a5f-4a90-ad46-83163e782b52,ADDS\mafifi,4/5/2019 4:30:42 PM,ADDS\mafifi,5/12/2019 4:50:56 PM,8fac5055-40a4-4d42-b173-fbb8dfbd54c8,4,225,1,Cloxa,4_Cloxa,,Orbenin Enduro,1,,,,,Blanket,Commercial,,600,Intra-mammary,False,"Orbenin Enduro2, Pfizer Laboratories, Auckland, New Zealand
",Treatment,Not-used,Not-used,Yes,Full,Yes
73,1,87d0e5c2-84dd-4868-8635-1698e001c965,ADDS\mafifi,4/6/2019 5:35:16 PM,ADDS\mafifi,1/22/2020 5:05:47 PM,b441d111-993e-4843-86a6-9271a365d1bb,1,254,1,Cloxa,1_Cloxa,, Orbenin-DC,1,,,,,Blanket,Commercial,,500,Intra-mammary,False," Orbenin-DC; Cloxacillin (benzathine), 500 mg, (ScheringPlough Corp., Kenilworth, NJ)",Not-used,Not-used,Control,Yes,Not-reported,Yes
74,1,4e7fe9a9-d88b-45e7-93af-706be9ca8f07,ADDS\mafifi,4/6/2019 5:36:31 PM,ADDS\mafifi,11/26/2019 11:04:00 PM,b441d111-993e-4843-86a6-9271a365d1bb,2,254,1,Cloxa,2_Cloxa+TS,, Orbenin-DC,1,,,, Orbeseal ,Blanket,Commercial,Commercial,500,Intra-mammary,True,"Orbenin-DC; Cloxacillin (benzathine), 500 mg](ScheringPlough Corp., Kenilworth, NJ)",Not-used,Not-used,Treatment,Yes,Not-reported,Yes
75,1,7bccbc10-c415-4a30-9ab5-2aa9ab9f67e7,ADDS\mafifi,4/6/2019 10:57:44 PM,ADDS\mafifi,4/18/2019 8:52:06 PM,0f769094-abfe-46a9-a485-96f9edee3b78,3,268,1,-ve control,3_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,,Not-reported
76,1,8f6278f2-2545-4e00-80ab-3bfa179ec129,ADDS\mafifi,4/8/2019 12:41:44 AM,ADDS\mafifi,4/8/2019 1:13:45 AM,0f2a4588-fe61-4502-bafd-c06e222a53f3,1,351,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,,,
77,1,83a5dd2f-24c2-4048-9b7d-df455b67d18d,ADDS\mafifi,4/8/2019 12:43:14 AM,ADDS\mafifi,7/13/2019 3:39:14 AM,0f2a4588-fe61-4502-bafd-c06e222a53f3,2,351,1,Pen+neomycin,2_Pen+neomycin,,Supermastidol,1,,,,,Blanket,Commercial,,3141000,Intra-mammary,False," 314 mg of potassium benzylpenicillin + 1,000 mg of procaine benzylpenicillin, + 500 mg of neomycin sulfate
(Supermastidol, Virbac, Barneveld, the Netherlands)",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
78,1,3a0ababa-e744-426f-ad5a-20cbac1179bf,ADDS\mafifi,4/8/2019 2:42:06 PM,ADDS\mafifi,4/8/2019 3:52:03 PM,045c911f-c347-4f18-8be2-dfeae9c3c497,1,408,1,Neomycin,1_Neomycin,,Biodry,1,,,,,Blanket,Commercial,,500,Intra-mammary,False," Biodry, Upjotm Co., Kalamazoo, Michigan.",Not-used,Control,Not-used,Not-reported,Not-reported,Not-reported
79,1,a34a51fd-6bff-494c-9682-008256e176bf,ADDS\mafifi,4/8/2019 3:45:59 PM,ADDS\mafifi,4/8/2019 3:52:03 PM,045c911f-c347-4f18-8be2-dfeae9c3c497,2,408,1,Neomycin,2_Neomycin,Previous mastitis history,Biodry,1,,,,,Selective,Commercial,,500,Intra-mammary,False," Biodry, Upjotm Co., Kalamazoo, Michigan",Not-used,Treatment,Not-used,Not-reported,Not-reported,Not-reported
80,1,79d60187-5de1-432c-9bfb-e69373932767,ADDS\mafifi,4/8/2019 8:50:40 PM,ADDS\mafifi,5/12/2019 7:42:57 PM,82a062f9-0a64-441b-8e21-d936e22dba23,1,319,1,TS only,1_TS only,,,,,bismuth subnitrate,,OrbeSeal,,,Commercial,,,False,"OrbeSeal, Pfizer Animal Health, Montreal, QC, Canada

",Control,Not-used,Not-used,Yes,Partial,Yes
81,1,913f0266-c8f3-4e31-bdf9-45d30ffe1f5f,ADDS\mafifi,4/8/2019 8:53:51 PM,ADDS\mafifi,11/27/2019 12:12:38 AM,82a062f9-0a64-441b-8e21-d936e22dba23,2,319,1,Cloxa,2_Cloxa,,DryClox,1,,,,,Blanket,Commercial,,500,Intra-mammary,False," DryClox, Ayerst Veterinary Laboratories, Guelph, ON, Canada",Treatment,Not-used,Not-used,Yes,Partial,Yes
82,1,b100513a-09be-4158-b334-516e62acb8ce,ADDS\mafifi,4/8/2019 8:56:44 PM,ADDS\mafifi,11/27/2019 12:13:09 AM,82a062f9-0a64-441b-8e21-d936e22dba23,3,319,1,Cloxa,3_Cloxa+TS,,DryClox,1,,bismuth subnitrate,,OrbeSeal,Blanket,Commercial,Commercial,500,Intra-mammary,True,"OrbeSeal, Pfizer Animal Health, Montreal, QC, Canada.
DryClox, Ayerst Veterinary Laboratories, Guelph, ON, Canada
",Not-used,Not-used,Treatment,Yes,Partial,Yes
83,1,29262fe2-2d20-41b9-96c7-5a1f338484cd,ADDS\mafifi,4/8/2019 8:57:45 PM,ADDS\mafifi,5/12/2019 7:44:10 PM,82a062f9-0a64-441b-8e21-d936e22dba23,4,319,1,Cloxa,4_Cloxa,,DryClox,1,,,,,Blanket,Commercial,,500,Intra-mammary,False,"DryClox, Ayerst Veterinary Laboratories, Guelph, ON, Canada",Not-used,Not-used,Control,Yes,Partial,Yes
84,1,c55eccd2-fe19-4b79-b23e-5c5568f7ca0d,ADDS\mafifi,4/9/2019 8:35:00 PM,ADDS\mafifi,4/9/2019 9:28:32 PM,62d71cb7-9bb0-4a35-a217-8e7f9969378e,1,255,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
85,1,d5d938c4-15b6-44f5-9016-8bbcfb443bf7,ADDS\mafifi,4/9/2019 8:36:17 PM,ADDS\mafifi,4/9/2019 9:28:20 PM,62d71cb7-9bb0-4a35-a217-8e7f9969378e,2,255,1,Cloxa,2_Cloxa,, Orbenin Extra DC,1,,,,,Blanket,Commercial,,600,Intra-mammary,False," Orbenin Extra DC®, Pfizer Animal Health, Italy),",Treatment,Not-used,Control,Not-reported,Not-reported,Not-reported
86,1,5c8780f2-0437-4c72-86c9-70a65bf1f8ad,ADDS\mafifi,4/9/2019 8:37:18 PM,ADDS\mafifi,4/9/2019 9:28:18 PM,62d71cb7-9bb0-4a35-a217-8e7f9969378e,3,255,1,Cloxa,3_Cloxa+TS,,Orbenin Extra DC,1,,bismuth subnitrate,65,Orbeseal,Blanket,Commercial,Commercial,600,Intra-mammary,True,"Orbenin Extra DC®, Pfizer Animal Health, Italy),
 Orbeseal®, Pfizer Animal Health, Ireland
",Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
87,1,fbe1c021-9aff-4d12-9f8d-ee159ff64d9e,ADDS\mafifi,4/9/2019 8:38:26 PM,ADDS\mafifi,4/9/2019 9:28:18 PM,62d71cb7-9bb0-4a35-a217-8e7f9969378e,4,255,1,TS only,4_TS only,,,,,bismuth subnitrate,65,,,,Commercial,,,False," Orbeseal®, Pfizer Animal Health, Ireland",Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
88,1,905f5717-04af-4324-9c2f-1fca4a8e3180,ADDS\mafifi,4/9/2019 9:59:15 PM,ADDS\mafifi,5/12/2019 4:35:45 PM,d74c27f3-5d60-40f5-9f1d-e602a1c89c49,1,298,1,Cloxa,1_Cloxa,,Orbenin,1,,,,,Blanket,Commercial,,600,Intra-mammary,False,"(Orbenin  Extra dry cow, Zoetis®, Florham Park, Nova Jersey, EUA)",Not-used,Not-used,Control,Yes,Not-reported,Yes
89,1,76ab6a5c-7772-46ff-b8f3-4a15d95acbdf,ADDS\mafifi,4/9/2019 10:08:33 PM,ADDS\mafifi,5/12/2019 4:35:11 PM,d74c27f3-5d60-40f5-9f1d-e602a1c89c49,2,298,1,Cloxa,2_Cloxa+TS,,Orbenin,1,,bismuth subnitrate,,Teatseal,Blanket,Commercial,Commercial,600,Intra-mammary,True," Teatseal®, Zoetis®, Florham Park, Nova Jersey, EUA
+  Orbenin® Extra dry cow, Zoetis®, Florham Park, Nova
Jersey, EUA


",Not-used,Not-used,Treatment,Yes,Full,Yes
90,1,bd9ababe-2760-44d3-9c91-2a4f5d50de5d,ADDS\mafifi,4/10/2019 12:06:43 AM,ADDS\mafifi,10/30/2019 11:00:20 PM,5fb374cf-99d2-4444-9335-88ae77de90ac,1,305,1,Cephapirin,1_Cephapirin,,Tomorrow ,1,,,,,Blanket,Commercial,,300,Intra-mammary,False," Tomorrow Franklin Laboratories, Fort Dodge, IA",Treatment,Not-used,Not-used,Not-reported,Partial,Not-reported
91,1,34cacd1a-9287-495e-a9d7-d3b89cf37a78,ADDS\mafifi,4/10/2019 12:10:01 AM,ADDS\mafifi,9/10/2019 5:28:39 PM,5fb374cf-99d2-4444-9335-88ae77de90ac,2,305,1,-ve control,2_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
92,1,370466cf-231f-4f93-b94e-ad509e8e2398,ADDS\mafifi,4/10/2019 1:16:31 AM,ADDS\mafifi,4/10/2019 1:35:56 AM,ce679205-7b4d-4ce4-8755-f0ae9ffe7f4e,1,312,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,No,Not-reported,No
93,1,8dd5a2e2-7cec-4a5a-ae88-ef670b8b01bb,ADDS\mafifi,4/10/2019 1:24:06 AM,ADDS\mafifi,4/10/2019 1:37:07 AM,ce679205-7b4d-4ce4-8755-f0ae9ffe7f4e,2,312,1,Ceftiofur,2_Ceftiofur,,,1,,,,,Blanket,Experimental,,125,Intra-mammary,False,"oil-based formulation (Pfizer Animal Health)
",Treatment,Not-used,Not-used,Yes,Full,Not-reported
94,1,b62d6e91-3b2c-4f23-ab6d-08495f846621,ADDS\mafifi,4/10/2019 1:24:47 AM,ADDS\mafifi,4/10/2019 1:37:50 AM,ce679205-7b4d-4ce4-8755-f0ae9ffe7f4e,3,312,1,Ceftiofur,3_Ceftiofur,,,1,,,,,Blanket,Experimental,,250,Intra-mammary,False,"oil-based formulation (Pfizer Animal Health)
",Treatment,Not-used,Not-used,Yes,Full,Not-reported
95,1,12a0ab52-d0f7-4e6f-a689-42a92f5fddc5,ADDS\mafifi,4/10/2019 1:25:30 AM,ADDS\mafifi,4/10/2019 1:38:28 AM,ce679205-7b4d-4ce4-8755-f0ae9ffe7f4e,4,312,1,Ceftiofur,4_Ceftiofur,,,1,,,,,Blanket,Experimental,,500,Intra-mammary,False,oil-based formulation (Pfizer Animal Health),Treatment,Not-used,Not-used,Yes,Full,Not-reported
96,1,5807ebbd-bd67-456a-9892-d5786a57f93f,ADDS\mafifi,4/10/2019 1:28:12 AM,ADDS\mafifi,4/10/2019 1:38:32 AM,ce679205-7b4d-4ce4-8755-f0ae9ffe7f4e,5,312,1,Cephapirin,5_Cephapirin,,Cefa-Dri,1,,,,,Blanket,Commercial,,300,Intra-mammary,False,"Cefa-Dri, Fort Dodge Animal Health",Treatment,Not-used,Not-used,Yes,Full,Not-reported
97,1,b81e3f3a-53f6-46f8-982f-ec3a7570ede8,ADDS\mafifi,4/10/2019 3:04:41 PM,ADDS\mafifi,4/10/2019 3:18:01 PM,473948e0-5a74-4ec1-b10a-e0341c927d0f,1,313,1,Tilmicosin,1_Tilmicosin,,,1,,,,,Blanket,Experimental,,1500,Intra-mammary,False,"Provel, Division of Eli Lilly Canada, Inc., Guelph, Ontario, Canada",Treatment,Not-used,Not-used,Not-reported,Partial,Not-reported
98,1,030684c5-88ac-4357-b91f-369a3184809b,ADDS\mafifi,4/10/2019 3:06:59 PM,ADDS\mafifi,4/10/2019 3:10:49 PM,473948e0-5a74-4ec1-b10a-e0341c927d0f,2,313,1,Placebo,2_Placebo,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Partial,Not-reported
99,1,692fcf31-ed11-4032-bf21-04366e5a589f,ADDS\mafifi,4/10/2019 5:20:31 PM,ADDS\mafifi,4/10/2019 9:30:45 PM,f6270f63-e4d2-4a37-9034-144af5ba5ed8,1,314,1,Oxacillin,1_Oxacillin,,Stapenor Retard,1,,,,,Blanket,Commercial,,1000,Intra-mammary,False,"Stapenor Retard ©, benzathine oxacillin equal to 800 mg oxacillin, oxacillin sodium monohydrate equal to 200 mg oxacillin, Bayer",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
100,1,e60b4564-7e1e-4303-b935-67540ff0d3d6,ADDS\mafifi,4/10/2019 5:22:03 PM,ADDS\mafifi,4/10/2019 9:30:53 PM,f6270f63-e4d2-4a37-9034-144af5ba5ed8,2,314,1,Enro,2_Enro,,Baytril,1,,,,,Blanket,Commercial,,2.5,IM,False," Baytril, % 10 inj. sol. ©, Bayer",Treatment,Not-used,Not-used,Not-reported,,Not-reported
101,1,29557a33-4e72-482c-a081-1220e57c3b69,ADDS\mafifi,4/10/2019 5:23:27 PM,ADDS\mafifi,4/10/2019 9:30:56 PM,f6270f63-e4d2-4a37-9034-144af5ba5ed8,3,314,1,-ve control,3_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
102,1,a2e761cd-2aef-4518-a69c-4dbbc90b5d52,ADDS\mafifi,4/11/2019 1:19:28 PM,ADDS\mafifi,4/11/2019 1:31:15 PM,c5c508b6-1986-4613-bdab-a70d59dd777e,1,315,1,Tilmicosin,1_Tilmicosin,,,1,,,,,Blanket,Experimental,,1500,Intra-mammary,False," Provel, Division of Eli Lilly Canada Inc., Guelph, Ontario, Canada",Control,Not-used,Not-used,Not-reported,Partial,Not-reported
103,1,f0ce1403-ddc1-4e0a-9d7b-8cf2fc89aa42,ADDS\mafifi,4/11/2019 1:26:09 PM,ADDS\mafifi,4/11/2019 2:08:43 PM,c5c508b6-1986-4613-bdab-a70d59dd777e,2,315,1,Cloxa,2_Cloxa,,Dry Clox,1,,,,,Blanket,Commercial,,500,Intra-mammary,False," Dry Clox, Ayerst Laboratory, Guelph, Ontario
",Treatment,Not-used,Not-used,Not-reported,Partial,Not-reported
104,1,6aa3d30a-1a63-41b2-ad29-0ac81ba29a6e,ADDS\mafifi,4/11/2019 7:47:47 PM,ADDS\mafifi,4/11/2019 9:18:21 PM,5ed32d04-7121-4746-9684-73cb04b3fb38,1,172,1,Ab mixture,1_Ab mixture+TS,,,,,,,,Blanket,Commercial,,,Intra-mammary,True,"antimicrobial products were used, which were commercially available in Germany and normally used by the farmers before the start of the study,",Not-used,Control,Not-used,Not-reported,Not-reported,Not-reported
105,1,4ccdeaef-315f-47af-ad73-704b4c61ee5b,ADDS\mafifi,4/11/2019 7:49:08 PM,ADDS\mafifi,4/11/2019 9:19:13 PM,5ed32d04-7121-4746-9684-73cb04b3fb38,2,172,1,Ab mixture,2_Ab mixture,Petrifilm,,,,,,,Selective,Commercial,,,,False,,Not-used,Treatment,Not-used,Not-reported,Not-reported,Not-reported
106,1,3f169be8-76e3-4d06-b6fd-5d078fa577bf,ADDS\mafifi,4/14/2019 3:23:01 PM,ADDS\mafifi,4/14/2019 3:35:32 PM,c9ca5e32-c6c1-4281-9c31-993b75788caa,1,689,1,Ab mixture,1_Ab mixture,,Orbenin,1,,,,,Blanket,Commercial,,,Intra-mammary,False,"some cows 0,5 g de cloxacilline
Other cows pénicilline + 1 g de streptomycine >> non-comercial
",Not-used,Control,Not-used,Not-reported,Not-reported,Not-reported
107,1,0e594d2e-993a-4ce3-b48b-7d6f629b5186,ADDS\mafifi,4/14/2019 3:25:47 PM,ADDS\mafifi,4/14/2019 3:35:37 PM,c9ca5e32-c6c1-4281-9c31-993b75788caa,2,689,1,Ab mixture,2_Ab mixture,CMT,,1,,,,,Selective,,,,Intra-mammary,False,,Not-used,Treatment,Not-used,Not-reported,Not-reported,Not-reported
108,1,50c6bbc3-812a-4ae7-8a6f-ea8370c6f055,ADDS\mafifi,4/15/2019 11:24:17 PM,ADDS\mafifi,4/15/2019 11:47:27 PM,949d6f33-7282-4d13-b53d-1ad04124451a,1,128,1,Enro,1_Enro,,Baytril,3,1,,,,Blanket,Commercial,,2.5,SC,False," Baytril, Bayer, Bayer Leverkusen
",Treatment,Not-used,Not-used,Not-reported,,Yes
109,1,04e7f82f-9f41-4d2b-ab3e-5537d50cf412,ADDS\mafifi,4/15/2019 11:31:08 PM,ADDS\mafifi,4/15/2019 11:48:49 PM,949d6f33-7282-4d13-b53d-1ad04124451a,2,128,1,Tylosin,2_Tylosin,,Tylan,3,1,,,,Blanket,Commercial,,5,IM,False,"Tylan, Elanco Animal Health, Eli Lilly)

",Treatment,Not-used,Not-used,Not-reported,,Yes
110,1,3035c0d3-0e9f-435f-836e-5b6a4eff5d99,ADDS\mafifi,4/15/2019 11:33:04 PM,ADDS\mafifi,4/15/2019 11:50:07 PM,949d6f33-7282-4d13-b53d-1ad04124451a,3,128,1,Naficillin+Pen+Strept,3_Naficillin+Pen+Strept,,Nafpenzal DC,1,,,,,Blanket,Commercial,,100300100,Intra-mammary,False,"Nafpenzal DC, Intervet International, Boxmeer

",Treatment,Not-used,Not-used,Not-reported,Partial,Yes
111,1,16085b83-e442-42de-ac1d-255b6e1ab6bb,ADDS\mafifi,4/16/2019 12:31:37 AM,ADDS\mafifi,9/5/2019 2:28:33 PM,18d4e27e-aff6-41db-985a-53795245cbb3,1,213,1,Framycetin+Penethamate hydroiodide+penicillin,1_Framycetin+Penethamate hydroiodide+penicillin,,Leo Red Dry Cow,1,,,,,Blanket,Commercial,,100100300,Intra-mammary,False,"100 mg Framycetin sulphate + 100 mg penethamate hydroiodide + 300 mg procaine penicillin
 Leo Red Dry Cow (Leo Animal Health, UK)

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
112,1,06ab8d28-e331-4cad-afd2-c404d62e13aa,ADDS\mafifi,4/16/2019 12:32:10 AM,ADDS\mafifi,9/5/2019 2:28:34 PM,18d4e27e-aff6-41db-985a-53795245cbb3,2,213,1,Cloxa,2_Cloxa,,Bovaclox DC Extra,1,,,,,Blanket,Commercial,,600,Intra-mammary,False, Bovaclox DC Extra (Norbrook UK),Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
115,1,98b99d82-0d7a-4651-a8e0-28fec3520cd8,ADDS\mafifi,4/16/2019 1:55:07 PM,ADDS\mafifi,6/27/2019 7:34:16 PM,a5f9b3cd-4eaf-4aaa-9818-6087cf590923,1,176,1,Erythromycin,1_Erythromycin,,Erytrotil ,1,,,,,Blanket,Commercial,,,Intra-mammary,False, Erytrotil (Dry Cow) Abbott Laboratories Ltd.,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
116,1,f7069e6c-33a4-4273-ae5f-944f6df02e9c,ADDS\mafifi,4/16/2019 2:03:01 PM,ADDS\mafifi,6/27/2019 7:34:12 PM,a5f9b3cd-4eaf-4aaa-9818-6087cf590923,2,176,1,Cloxa,2_Cloxa,,Orbenin ,1,,,,,Blanket,Commercial,,,Intra-mammary,False," Orbenin Intramammary Suspension (Dry Cow) Beecham Animal Health

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
117,1,c3d151ae-13f4-4565-8d29-8da028fa2de1,ADDS\mafifi,4/21/2019 10:52:27 PM,ADDS\mafifi,7/10/2019 1:45:19 AM,71752424-48b3-465e-85f2-bb65166c0241,1,182,1,Cloxa,1_Cloxa,,Orbenin ,1,,,,,Blanket,Commercial,,500,Intra-mammary,False," Orbenin Intramammary Suspension  (Dry-Cow) Beecham Laboratories Ltd.
",Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
118,1,21b3fb56-f402-4c20-9611-2134ab1e7f5a,ADDS\mafifi,4/21/2019 10:54:36 PM,ADDS\mafifi,4/21/2019 11:04:15 PM,71752424-48b3-465e-85f2-bb65166c0241,2,182,1,Novobiocin+Pen,2_Novobiocin+Pen,,Biotexin,1,,,,,Blanket,Commercial,,250300,Intra-mammary,False,"BiotexinPLA Cerate. Glaxo Laboratories Ltd

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
